DATE;TIME;VOLUME;OPEN;CLOSE;MIN;MAX
01/04/2012;00:00:01;89497.66;76.735;76.724;76.611;76.837
01/05/2012;00:00:01;106017.49;76.727;77.172;76.6595;77.2455
01/06/2012;00:00:01;96634.53;77.172;76.9645;76.9595;77.337
01/08/2012;00:00:01;6631.22;76.9135;76.9425;76.7935;76.961
01/09/2012;00:00:01;61443.99;76.942;76.876;76.772;77.0095
01/10/2012;00:00:01;79668.28;76.8765;76.8615;76.7765;76.9065
01/11/2012;00:00:01;85213.17;76.8615;76.874;76.8395;77.043
01/12/2012;00:00:01;96660.56;76.874;76.791;76.6705;76.981
01/13/2012;00:00:01;89147.46;76.791;76.964;76.664;77.0065
01/15/2012;00:00:01;4653.31;77.058;76.93;76.881;77.078
01/16/2012;00:00:01;60081.07;76.929;76.83;76.7025;76.937
01/17/2012;00:00:01;89045.66;76.831;76.8225;76.5515;76.8805
01/18/2012;00:00:01;92441.08;76.821;76.791;76.655;76.873
01/19/2012;00:00:01;98464.82;76.793;77.0815;76.7005;77.322
01/20/2012;00:00:01;88610.45;77.0805;77.024;76.917;77.3065
01/22/2012;00:00:01;4964.97;76.9555;76.976;76.937;77.0465
01/23/2012;00:00:01;64868.34;76.974;77.0055;76.864;77.083
01/24/2012;00:00:01;82367.07;77.0055;77.6855;76.9595;77.855
01/25/2012;00:00:01;124944.77;77.6875;77.7795;77.5635;78.284
01/26/2012;00:00:01;89725.09;77.7805;77.466;77.29;77.808
01/27/2012;00:00:01;92539.51;77.466;76.6825;76.6555;77.468
01/29/2012;00:00:01;3678.41;76.719;76.747;76.713;76.7745
01/30/2012;00:00:01;101950.81;76.747;76.3755;76.2165;76.778
01/31/2012;00:00:01;121760.84;76.3755;76.273;76.1595;76.418
02/01/2012;00:00:01;101406.72;76.2745;76.197;76.0255;76.3535
02/02/2012;00:00:01;86236.66;76.1995;76.187;76.0465;76.243
02/03/2012;00:00:01;85580.35;76.187;76.607;76.1425;76.739
02/05/2012;00:00:01;4345.3;76.6175;76.5685;76.5375;76.62
02/06/2012;00:00:01;77996.41;76.5685;76.5695;76.497;76.8035
02/07/2012;00:00:01;88163.24;76.5695;76.774;76.521;76.9685
02/08/2012;00:00:01;92819.87;76.774;77.071;76.71;77.1885
02/09/2012;00:00:01;104482.5;77.071;77.6585;77.045;77.7285
02/10/2012;00:00:01;83579.76;77.6585;77.614;77.52;77.8075
02/12/2012;00:00:01;5716.4;77.5635;77.711;77.563;77.726
02/13/2012;00:00:01;82996.43;77.711;77.519;77.3675;77.782
02/14/2012;00:00:01;110110.31;77.518;78.4105;77.516;78.5455
02/15/2012;00:00:01;100905.02;78.411;78.4975;78.183;78.664
02/16/2012;00:00:01;92716.67;78.496;78.834;78.365;78.965
02/17/2012;00:00:01;88630.94;78.835;79.55;78.832;79.6145
02/19/2012;00:00:01;13051.41;79.591;79.786;79.587;79.889
02/20/2012;00:00:01;79717.8;79.786;79.62;79.363;79.7885
02/21/2012;00:00:01;89338.57;79.6195;79.852;79.557;79.8625
02/22/2012;00:00:01;92306.46;79.8505;80.272;79.7755;80.405
02/23/2012;00:00:01;85988.11;80.276;79.9435;79.8575;80.3425
02/24/2012;00:00:01;96009.89;79.9435;81.1985;79.941;81.216
02/26/2012;00:00:01;12124.62;81.2675;81.4825;81.248;81.676
02/27/2012;00:00:01;123190.23;81.4845;80.4705;80.1335;81.4915
02/28/2012;00:00:01;133641.55;80.4705;80.48;80.017;80.786
02/29/2012;00:00:01;131335.2;80.48;81.2845;80.2545;81.3995
03/01/2012;00:00:01;110211.24;81.2845;81.091;80.84;81.32
03/02/2012;00:00:01;102107.24;81.091;81.804;81.091;81.872
03/04/2012;00:00:01;5461.41;81.773;81.622;81.554;81.8675
03/05/2012;00:00:01;99313.74;81.621;81.533;81.1565;81.788
03/06/2012;00:00:01;131481.78;81.535;80.639;80.5885;81.5725
03/07/2012;00:00:01;107692.26;80.641;81.359;80.5855;81.362
03/08/2012;00:00:01;105126.26;81.359;81.599;81.1795;81.7325
03/09/2012;00:00:01;106321.58;81.597;82.474;81.47;82.6425
03/11/2012;00:00:01;6261.88;82.504;82.357;82.352;82.5355
03/12/2012;00:00:01;85013.61;82.355;82.3755;82.115;82.437
03/13/2012;00:00:01;114914.32;82.3755;82.9595;81.9705;83.085
03/14/2012;00:00:01;106573.67;82.9605;83.8355;82.9545;83.9055
03/15/2012;00:00:01;115361.85;83.8345;83.5005;83.196;84.1815
03/16/2012;00:00:01;100752.93;83.499;83.4445;83.185;83.9455
03/18/2012;00:00:01;5791.28;83.396;83.462;83.3655;83.57
03/19/2012;00:00:01;97852.89;83.462;83.3805;83.022;83.569
03/20/2012;00:00:01;84845.96;83.38;83.674;83.3205;83.832
03/21/2012;00:00:01;117973.05;83.671;83.201;83.136;84.0955
03/22/2012;00:00:01;155676.31;83.201;82.5255;82.326;83.467
03/23/2012;00:00:01;119938.32;82.521;82.345;81.9755;82.952
03/25/2012;00:00:01;7054.94;82.41;82.601;82.3775;82.632
03/26/2012;00:00:01;115437.98;82.6005;83.018;82.5595;83.0375
03/27/2012;00:00:01;111815.36;83.0205;83.0755;82.6435;83.3875
03/28/2012;00:00:01;121765.29;83.072;82.8415;82.609;83.18
03/29/2012;00:00:01;125693.39;82.8415;82.2945;81.909;82.8745
03/30/2012;00:00:01;123767.39;82.294;82.8685;81.8335;82.885
04/01/2012;00:00:01;7842.6;83.029;82.885;82.7615;83.06
04/02/2012;00:00:01;135801.72;82.886;81.633;81.5555;83.3045
